2020-03-12 15:19:57,472 [INFO   ] [APP] exchange started with arguments={C:\Users\Andre Calma\Desktop\autotrader_comp\ready_trader_one\run.py}
2020-03-12 15:19:57,473 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/day1.csv","MatchEventsFile":"match_events.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"ListenAddress":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Information":{"AllowBroadcast":false,"Host":"239.255.1.1","Interface":"0.0.0.0","Port":12346},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":20,"PositionLimit":100},"Traders":{"Rat":"12345","Rat 2":"Rat 2","Chad":"12345","Chad 2":"Chad 2","Chad 3":"Chad 3","FatRat":"12345","FatRat2":"FatRat2","FatRat3":"FatRat3"}}
2020-03-12 15:19:57,473 [INFO   ] [CONTROLLER] starting the match
2020-03-12 15:19:57,701 [INFO   ] [EXECUTION] fd=712 accepted a new connection: peer=127.0.0.1:50323
2020-03-12 15:19:57,701 [INFO   ] [CONTROLLER] 'Chad 2' is ready!
2020-03-12 15:19:57,701 [INFO   ] [EXECUTION] fd=712 login successful: name='Chad 2'
2020-03-12 15:19:57,705 [INFO   ] [EXECUTION] fd=868 accepted a new connection: peer=127.0.0.1:50324
2020-03-12 15:19:57,705 [INFO   ] [CONTROLLER] 'Chad 3' is ready!
2020-03-12 15:19:57,705 [INFO   ] [EXECUTION] fd=868 login successful: name='Chad 3'
2020-03-12 15:19:57,707 [INFO   ] [EXECUTION] fd=784 accepted a new connection: peer=127.0.0.1:50325
2020-03-12 15:19:57,707 [INFO   ] [CONTROLLER] 'FatRat2' is ready!
2020-03-12 15:19:57,708 [INFO   ] [EXECUTION] fd=784 login successful: name='FatRat2'
2020-03-12 15:19:57,710 [INFO   ] [EXECUTION] fd=780 accepted a new connection: peer=127.0.0.1:50326
2020-03-12 15:19:57,710 [INFO   ] [CONTROLLER] 'Rat' is ready!
2020-03-12 15:19:57,710 [INFO   ] [EXECUTION] fd=780 login successful: name='Rat'
2020-03-12 15:19:57,715 [INFO   ] [EXECUTION] fd=692 accepted a new connection: peer=127.0.0.1:50327
2020-03-12 15:19:57,715 [INFO   ] [CONTROLLER] 'FatRat3' is ready!
2020-03-12 15:19:57,715 [INFO   ] [EXECUTION] fd=692 login successful: name='FatRat3'
2020-03-12 15:19:57,716 [INFO   ] [EXECUTION] fd=748 accepted a new connection: peer=127.0.0.1:50328
2020-03-12 15:19:57,716 [INFO   ] [CONTROLLER] 'FatRat' is ready!
2020-03-12 15:19:57,716 [INFO   ] [EXECUTION] fd=748 login successful: name='FatRat'
2020-03-12 15:19:57,719 [INFO   ] [EXECUTION] fd=880 accepted a new connection: peer=127.0.0.1:50329
2020-03-12 15:19:57,719 [INFO   ] [EXECUTION] fd=884 accepted a new connection: peer=127.0.0.1:50330
2020-03-12 15:19:57,719 [INFO   ] [CONTROLLER] 'Rat 2' is ready!
2020-03-12 15:19:57,719 [INFO   ] [EXECUTION] fd=880 login successful: name='Rat 2'
2020-03-12 15:19:57,720 [INFO   ] [CONTROLLER] 'Chad' is ready!
2020-03-12 15:19:57,720 [INFO   ] [EXECUTION] fd=884 login successful: name='Chad'
2020-03-12 15:21:42,987 [INFO   ] [APP] exchange started with arguments={C:\Users\Andre Calma\Desktop\autotrader_comp\ready_trader_one\run.py}
2020-03-12 15:21:42,988 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/day1.csv","MatchEventsFile":"match_events.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"ListenAddress":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Information":{"AllowBroadcast":false,"Host":"239.255.1.1","Interface":"0.0.0.0","Port":12346},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":20,"PositionLimit":100},"Traders":{"Rat":"12345","Rat 2":"Rat 2","Chad":"12345","Chad 2":"Chad 2","Chad 3":"Chad 3","FatRat":"12345","FatRat2":"FatRat2","FatRat3":"FatRat3"}}
2020-03-12 15:21:42,988 [INFO   ] [CONTROLLER] starting the match
2020-03-12 15:21:43,233 [INFO   ] [EXECUTION] fd=776 accepted a new connection: peer=127.0.0.1:50355
2020-03-12 15:21:43,234 [INFO   ] [CONTROLLER] 'FatRat' is ready!
2020-03-12 15:21:43,234 [INFO   ] [EXECUTION] fd=776 login successful: name='FatRat'
2020-03-12 15:21:43,237 [INFO   ] [EXECUTION] fd=864 accepted a new connection: peer=127.0.0.1:50356
2020-03-12 15:21:43,237 [INFO   ] [CONTROLLER] 'Rat 2' is ready!
2020-03-12 15:21:43,237 [INFO   ] [EXECUTION] fd=864 login successful: name='Rat 2'
2020-03-12 15:21:43,239 [INFO   ] [EXECUTION] fd=880 accepted a new connection: peer=127.0.0.1:50357
2020-03-12 15:21:43,240 [INFO   ] [CONTROLLER] 'FatRat3' is ready!
2020-03-12 15:21:43,240 [INFO   ] [EXECUTION] fd=880 login successful: name='FatRat3'
2020-03-12 15:21:43,242 [INFO   ] [EXECUTION] fd=884 accepted a new connection: peer=127.0.0.1:50358
2020-03-12 15:21:43,242 [INFO   ] [EXECUTION] fd=888 accepted a new connection: peer=127.0.0.1:50359
2020-03-12 15:21:43,242 [INFO   ] [CONTROLLER] 'Rat' is ready!
2020-03-12 15:21:43,242 [INFO   ] [EXECUTION] fd=888 login successful: name='Rat'
2020-03-12 15:21:43,242 [INFO   ] [CONTROLLER] 'Chad' is ready!
2020-03-12 15:21:43,242 [INFO   ] [EXECUTION] fd=884 login successful: name='Chad'
2020-03-12 15:21:43,243 [INFO   ] [EXECUTION] fd=892 accepted a new connection: peer=127.0.0.1:50360
2020-03-12 15:21:43,243 [INFO   ] [CONTROLLER] 'Chad 3' is ready!
2020-03-12 15:21:43,243 [INFO   ] [EXECUTION] fd=892 login successful: name='Chad 3'
2020-03-12 15:21:43,245 [INFO   ] [EXECUTION] fd=896 accepted a new connection: peer=127.0.0.1:50361
2020-03-12 15:21:43,246 [INFO   ] [EXECUTION] fd=900 accepted a new connection: peer=127.0.0.1:50362
2020-03-12 15:21:43,246 [INFO   ] [CONTROLLER] 'FatRat2' is ready!
2020-03-12 15:21:43,246 [INFO   ] [EXECUTION] fd=896 login successful: name='FatRat2'
2020-03-12 15:21:43,246 [INFO   ] [CONTROLLER] 'Chad 2' is ready!
2020-03-12 15:21:43,246 [INFO   ] [EXECUTION] fd=900 login successful: name='Chad 2'
2020-03-12 15:22:03,012 [INFO   ] [CONTROLLER] market open
